cod_universidad,des_universidad,anio,des_capitulo,des_articulo,des_concepto,des_subconcepto,des_partida,des_seccion,des_servicio,des_unidad_de_coste,des_organica_libre_1,des_organica_libre_2,fecha_referencia,credito_inicial,modificaciones,credito_final,derechos_reconocidos_netos,recaudacion_neta
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,211000,0,211000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,133000,0,133000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,30500,0,30500,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,OTROS-INGRESOS-DE-LA-U.E.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,2209931,0,2209931,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,OTROS-INGRESOS-DE-LA-U.E.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,67291.6,0,67291.6,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,OTRAS-TRANSFERENCIAS-CORRIENTES-DEL-EXTERIOR,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DEL-EXTERIOR,OTRAS-DEL-EXTERIOR,OTRAS-TRANSF-DEL-EXTERIOR,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,447371,0,447371,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,201500,0,201500,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-NO-INCLUIDOS-EN-LOS-CONCEPTOS-ANTERIORES,ACTIVIDADES-CULTURALES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,79850,0,79850,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-NO-INCLUIDOS-EN-LOS-CONCEPTOS-ANTERIORES,ACTIVIDADES-DEPORTIVAS,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,575550,0,575550,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,28744,0,28744,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,2000,0,2000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-NO-INCLUIDOS-EN-LOS-CONCEPTOS-ANTERIORES,INGRESOS-AUDITORIO-PADRE-SOLER,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,100,0,100,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,4000,0,4000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,INGRESOS-PATRIMONIALES,ALQUILER-DE-AULAS-E-INSTALACIONES,INGRESO-POR-USO-DE-INSTALACIONES,ALQUILER-DE-AULAS-E-INSTALACIONES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,85000,0,85000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-NO-INCLUIDOS-EN-LOS-CONCEPTOS-ANTERIORES,INGRESOS-ACTIVIDADES-DE-VERANO,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,3200,0,3200,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-COMUNIDADES-AUTONOMAS,TRANSFERENCIAS-CORRIENTES-DE-COMUNIDADES-AUTONOMAS,CAM-OTRAS-SUBVENCIONES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,280964.55,0,280964.55,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,INGRESOS-DE-EMPRESAS-PRIVADAS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-NO-INCLUIDOS-EN-LOS-CONCEPTOS-ANTERIORES,ACTIVIDADES-DE-INFORMACION-JUVENIL-Y-ORIENTACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,55000,0,55000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-NO-INCLUIDOS-EN-LOS-CONCEPTOS-ANTERIORES,CURSOS-Y-ACTIVIDADES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,10000,0,10000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS-POR-SERVICIOS-ACADEMICOS,INGRESOS-PROCEDENTES-DE-PRECIOS-PUBLICOS-NO-INCLUIDOS-EN-LOS-CONCEPTOS-ANTERIORES,PRESTAMO-INTERBIBLIOTECARIO,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,4000,0,4000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,OTRAS-TRANSFERENCIAS-CORRIENTES-DEL-EXTERIOR,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-ORGANISMOS-AUTONOMOS-ADMINISTRATIVOS,INGRESOS-DE-OO.AA.,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVERSIONES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,80000,0,80000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,OTRAS-TRANSFERENCIAS-CORRIENTES-DEL-EXTERIOR,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DEL-EXTERIOR,OTRAS-TRANSFERENCIAS-CORRIENTES-DEL-EXTERIOR,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,6000,0,6000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVERSIONES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,17000,0,17000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,8200,0,8200,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVERSIONES,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,27000,0,27000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-CORRIENTE,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,ACTIVOS-FINANCIEROS,REMANENTE-DE-TESORERIA,REMANENTES-DE-TESORERIA,REMANENTE-DE-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DE-LA-ADMINISTRACION-DEL-ESTADO,OTRAS-TRANSFERENCIAS-DE-CAPITAL,OTROS-INGRESOS-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,1200000,0,1200000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DE-LA-ADMINISTRACION-DEL-ESTADO,TRANSFERENCIA-CAPITAL-DE-OTROS-DPTOS-MINISTERIALES,INGRESOS-OTROS-MINISTERIOS-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DE-LA-ADMINISTRACION-DEL-ESTADO,OTRAS-TRANSFERENCIAS-DE-CAPITAL,OTROS-INGRESOS-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,800000,0,800000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSF-CAPITAL-DE-OTROS-OOAA-ADMINISTRATIVOS,DE-ORGANISMOS-AUTONOMOS-ADMINISTRATIVOS,INGRESOS-DE-OOAA-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIA-DE-CAPITAL-DE-CCAA,DE-COMUNIDADES-AUTONOMAS-CM,INGRESOS-CAM-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-DE-SERVICIOS,OTROS-INGRESOS-VARIOS-POR-PRESTACION-DE-SERVICIO,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,100000,0,100000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TASAS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,no-informado,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,0,0,0,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DE-LA-ADMINISTRACION-DEL-ESTADO,TRANSFERENCIAS-CAPITAL-DEL-MEC,INGRESOS-DEL-MEC-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,750000,0,750000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DE-LA-ADMINISTRACION-DEL-ESTADO,TRANSFERENCIA-CAPITAL-DE-OTROS-DPTOS-MINISTERIALES,INGRESOS-OTROS-MINISTERIOS-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,3500000,0,3500000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSFERENCIAS-DE-CAPITAL-DE-LA-ADMINISTRACION-DEL-ESTADO,OTRAS-TRANSFERENCIAS-DE-CAPITAL,OTROS-INGRESOS-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,950000,0,950000,0,0
036,Universidad-Carlos-III-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,TRANSF-CAPITAL-DE-OTROS-OOAA-ADMINISTRATIVOS,DE-ORGANISMOS-AUTONOMOS-ADMINISTRATIVOS,INGRESOS-DE-OOAA-PARA-INVESTIGACION,no-informado,Universidad-Carlos-III-de-Madrid,Centros-actividad-intercampus,no-informado,no-informado,no-informado,2021-12-31T00:00Z,5000000,0,5000000,0,0
